caries	anciano	pan	queso	ataud	helado	chocolate	barco	sexo	capa	edad
0	1	0	0	0	1	0	0	0	1	9092
0	1	0	0	0	1	1	0	1	1	8059
0	1	1	1	1	1	1	0	1	1	9585
0	0	1	0	1	0	0	0	0	1	5919
0	0	0	0	0	0	0	0	1	1	287
0	1	1	0	1	0	1	0	0	1	8986
0	0	0	0	0	1	0	1	0	1	2897
0	0	1	0	0	0	1	1	0	0	3407
0	1	1	0	1	1	1	0	1	0	8730
0	1	0	0	0	1	1	0	0	1	8527
0	0	1	0	1	0	0	0	1	0	626
0	0	0	0	0	1	1	0	1	0	1501
0	0	0	0	1	1	0	0	1	1	3881
0	0	0	0	1	0	1	0	1	0	4746
0	0	0	0	1	0	1	0	0	0	1820
0	0	1	0	1	0	0	0	1	1	1685
0	0	1	0	0	0	0	1	0	1	1930
0	1	1	1	1	1	0	0	0	0	8246
0	0	1	1	1	1	0	0	0	0	2486
0	0	1	0	0	0	0	0	1	0	5320
0	1	1	0	1	1	0	0	1	0	7140
0	0	0	0	0	1	1	0	0	1	2655
0	0	0	0	0	0	0	0	0	1	3422
0	1	1	0	1	0	0	0	1	1	7291
0	0	0	0	0	1	0	0	0	1	3289
0	0	0	0	1	0	1	0	0	1	6841
0	0	1	1	0	0	1	0	0	1	3329
0	1	1	0	1	1	0	0	0	0	7574
0	1	1	0	1	1	0	0	0	1	9009
0	0	0	0	0	1	1	0	1	0	6087
0	1	0	0	1	0	1	0	0	1	7480
0	0	0	0	0	0	0	0	0	1	4500
0	0	0	0	0	1	0	1	1	0	5803
0	0	1	0	0	1	1	0	1	0	6591
0	0	0	0	1	1	0	0	1	0	1467
0	0	1	1	0	1	1	0	1	1	1902
0	1	1	1	0	1	0	0	0	0	9783
0	1	0	0	0	0	1	0	1	1	9152
0	0	0	1	0	1	0	0	1	0	1328
0	0	1	0	1	0	0	0	1	1	6390
0	1	1	0	0	0	0	0	1	0	8915
0	0	1	1	1	0	0	0	0	1	4287
0	1	0	0	1	1	0	0	0	0	9865
0	0	0	0	0	1	0	0	1	0	1541
0	1	1	0	1	1	1	0	0	1	8022
0	0	1	0	1	1	0	0	1	1	4998
0	1	0	0	0	0	1	0	1	1	9307
0	0	0	0	0	1	0	0	0	1	5257
0	1	1	0	1	0	1	0	1	1	7515
0	0	0	0	0	1	0	0	1	1	3410
0	0	0	0	0	1	1	0	0	1	3506
0	0	0	0	1	1	1	0	0	0	73
0	1	0	0	0	1	0	0	1	0	8323
0	0	0	0	0	1	1	0	1	1	1797
0	1	1	0	1	1	1	0	0	1	8966
0	0	0	0	0	0	1	0	0	0	1893
0	0	1	1	1	1	0	0	0	1	4316
0	0	1	0	0	1	0	0	1	0	1183
0	0	1	0	0	1	1	1	1	0	5523
0	0	0	1	1	0	1	0	0	1	2025
0	1	1	1	0	0	1	0	1	0	9841
0	0	0	0	1	0	1	0	0	0	5032
0	0	0	0	1	1	1	0	1	1	4584
0	1	0	0	0	1	1	0	0	0	8606
0	0	1	0	0	1	1	1	1	0	2055
0	0	1	1	0	0	0	0	1	1	2281
0	0	0	0	0	0	0	1	0	1	3158
0	0	1	0	0	0	1	1	0	1	4626
0	0	0	0	0	0	0	0	1	1	1278
0	0	0	0	0	0	1	1	0	0	1669
0	0	0	0	0	1	1	1	1	0	1986
0	0	1	0	1	1	1	0	1	0	4541
0	1	0	0	0	1	1	0	0	1	8837
0	0	1	0	0	1	0	0	1	0	6082
0	0	1	0	1	1	1	0	0	1	1636
0	1	0	0	1	0	0	0	0	1	8023
0	1	1	0	0	1	1	0	0	0	9494
0	0	0	0	0	1	0	0	1	0	6070
0	1	1	0	1	0	1	0	0	0	7220
0	1	0	0	1	1	1	0	1	1	9720
0	0	0	1	0	1	1	0	1	0	3119
0	1	1	1	0	1	0	0	0	1	9999
0	1	0	0	0	1	1	0	0	0	7386
0	1	1	1	1	1	1	0	0	1	8906
0	1	1	1	0	1	1	1	0	0	7058
0	1	0	0	1	0	0	0	0	0	9433
0	1	1	0	0	1	0	0	1	1	8344
0	1	1	1	1	1	0	0	0	1	7840
0	1	0	0	1	1	1	0	1	1	7079
0	0	1	0	0	1	1	1	1	1	4894
0	0	1	0	0	1	0	1	1	1	3843
0	0	0	0	1	0	0	0	0	1	6355
0	0	0	0	0	0	0	1	0	1	5208
0	0	1	0	1	0	1	0	1	0	946
0	0	0	0	1	0	0	0	0	1	6622
0	1	1	1	1	1	1	0	0	0	9822
0	0	1	0	1	1	0	0	0	0	3322
0	1	0	1	0	1	0	0	1	1	8326
0	0	1	1	1	1	1	0	0	1	205
0	1	1	1	1	1	1	0	0	0	9785
0	0	1	1	1	1	0	0	0	0	5888
0	0	1	1	1	0	0	0	0	1	2931
0	1	0	0	1	0	1	1	1	0	8126
0	0	1	1	1	1	0	0	0	1	2961
0	0	1	0	1	0	1	0	0	1	172
0	0	1	0	0	0	0	0	0	0	138
0	0	1	1	1	1	1	0	1	1	2603
0	0	1	1	1	1	1	0	1	1	1986
0	0	1	1	1	0	0	0	1	1	6857
0	1	0	0	0	1	0	0	1	0	9732
0	0	1	0	1	1	0	0	1	0	258
0	0	1	0	0	0	0	1	1	1	3367
0	0	0	0	1	1	1	0	1	1	5458
0	1	0	0	1	0	0	0	1	1	9981
0	1	1	1	1	1	0	0	1	1	7681
0	0	1	1	0	0	1	0	0	0	5047
0	1	1	1	1	1	1	0	1	1	8826
0	0	1	0	1	1	1	0	0	1	433
0	0	1	1	1	0	0	0	1	0	1474
0	1	0	0	0	0	0	0	0	1	8908
0	0	1	0	0	0	1	0	1	0	1182
0	0	0	0	0	1	0	0	0	0	1293
0	1	0	0	0	1	0	0	1	1	9365
0	0	1	1	0	1	1	1	0	0	1962
0	0	1	0	1	0	1	0	1	1	339
0	0	0	0	1	0	1	0	0	1	6499
0	1	1	0	0	1	0	0	0	0	8573
0	0	0	0	0	0	1	0	1	0	1722
0	0	1	0	1	0	0	0	1	1	4884
0	0	1	1	1	1	1	0	1	1	1476
0	1	1	0	1	0	1	0	0	0	8303
0	0	0	0	1	0	1	0	1	0	6781
0	0	0	1	1	1	0	0	1	0	3806
0	0	0	0	0	1	0	0	0	0	5856
0	0	1	0	1	1	1	0	1	0	1458
0	0	1	0	1	0	1	1	1	0	6618
0	0	1	0	1	0	1	0	0	1	6589
0	0	0	0	0	0	1	0	0	1	50
0	0	1	0	0	1	1	1	1	1	2570
0	0	0	0	0	0	0	0	0	0	4030
0	0	1	0	1	1	1	0	0	1	2054
0	0	1	0	0	1	0	1	1	1	557
0	0	1	1	1	0	0	0	1	0	6177
0	1	1	0	1	1	1	0	0	0	8968
0	1	0	0	1	0	0	0	1	1	7381
0	1	0	0	1	0	1	0	0	1	8999
0	0	1	0	1	1	0	0	1	1	53
0	0	0	0	1	1	0	0	0	1	3763
0	0	1	1	1	0	0	0	0	0	5600
0	1	0	0	1	0	0	1	0	1	9985
0	1	1	1	1	1	0	0	1	0	7919
0	0	1	0	1	0	0	0	0	1	2455
0	0	1	1	0	1	0	0	0	1	4327
0	0	1	0	0	1	1	1	0	0	384
0	1	1	0	1	0	0	0	0	0	8913
0	0	1	0	1	0	0	0	0	1	25
0	0	1	1	0	0	0	0	1	0	4329
0	1	0	0	1	1	1	0	0	0	8715
0	0	1	0	0	1	1	0	1	0	6372
0	0	0	0	0	0	1	1	1	1	1205
0	0	1	1	0	1	1	0	1	0	6383
0	0	1	0	0	1	1	0	0	1	1744
0	1	1	0	0	0	0	0	0	0	7931
0	0	1	1	1	0	1	0	1	1	1559
0	0	0	0	0	1	0	0	0	0	5668
0	0	0	0	0	0	0	1	0	1	5736
0	0	1	0	1	0	0	0	0	1	6756
0	0	1	1	1	1	1	0	1	0	475
0	0	0	0	1	1	1	0	0	1	6763
0	1	0	0	0	1	1	0	1	1	7168
0	0	1	0	0	1	1	1	1	0	5667
0	1	0	0	1	0	0	0	1	1	9635
0	0	0	0	1	0	1	0	0	0	3607
0	0	1	1	0	1	1	0	0	0	5544
0	0	1	1	0	1	1	1	1	1	5590
0	1	0	1	1	0	1	0	0	1	9385
0	1	1	1	0	0	0	0	0	0	9166
0	0	0	0	1	1	1	0	0	0	1562
0	1	0	0	1	0	1	0	1	0	8080
0	0	1	0	1	0	0	0	1	0	1989
0	0	0	0	0	1	0	0	1	0	6268
0	0	0	0	1	1	1	0	1	1	3945
0	0	0	0	0	0	0	1	0	1	566
0	0	1	0	1	0	1	0	1	1	6557
0	0	1	0	0	1	1	1	1	1	4221
0	1	0	0	1	1	1	0	1	0	8367
0	0	1	1	1	1	0	0	0	0	5150
0	0	1	1	1	1	1	1	0	1	1491
0	0	1	0	0	0	1	0	0	1	6051
0	1	0	0	1	1	0	0	1	0	8272
0	0	0	0	1	1	0	0	0	1	2098
0	1	1	0	1	0	1	0	0	0	8733
0	0	1	1	1	1	1	0	1	0	2807
0	0	0	0	0	1	0	0	0	1	1301
0	1	0	0	0	0	1	1	0	0	9003
0	1	1	0	0	1	1	1	0	1	7336
0	1	0	0	1	1	1	0	0	1	8409
0	0	0	0	0	0	1	0	1	1	2765
0	1	0	0	1	1	0	0	1	1	7262
0	0	1	0	1	0	1	0	0	1	829
0	0	1	0	1	1	1	0	1	1	469
0	0	1	0	0	1	0	0	0	1	2474
0	0	1	1	1	1	1	0	0	1	380
0	0	0	0	1	0	0	0	1	0	1196
0	0	0	0	0	0	1	0	0	0	4483
0	0	0	0	1	0	1	0	0	0	2411
0	0	1	1	1	0	1	0	1	1	6533
0	0	0	0	0	0	0	1	1	0	5391
0	0	1	0	1	1	1	0	1	0	5459
0	0	0	0	1	1	0	0	1	1	2091
0	0	1	0	1	1	1	0	0	0	4334
0	0	0	0	1	0	1	0	0	1	1627
0	0	1	1	0	0	1	0	1	0	4643
0	1	1	0	1	0	1	0	1	0	7980
0	0	1	0	1	1	1	0	1	1	4461
0	0	1	0	0	1	0	0	0	0	6400
0	0	0	0	1	1	1	0	1	1	3849
0	0	0	0	0	1	0	0	1	0	3781
0	0	0	1	0	1	0	1	0	1	4689
0	0	1	1	1	0	1	0	0	0	1167
0	0	1	0	0	1	0	0	0	0	635
0	0	1	0	1	1	0	0	1	0	5964
0	0	1	1	1	1	0	0	1	1	4069
0	1	1	1	0	1	1	0	0	0	9092
0	0	1	0	0	1	1	0	1	1	3260
0	1	0	1	1	1	0	1	1	0	7647
0	1	0	0	0	0	0	0	0	0	7062
0	1	1	0	0	1	0	0	0	1	7906
0	0	0	1	1	1	1	0	0	1	497
0	0	0	0	1	1	0	0	0	1	5277
0	0	0	0	1	0	0	0	0	0	4791
0	0	0	0	1	1	0	0	1	0	1516
0	1	1	1	1	0	1	0	1	0	9220
0	0	1	0	1	1	1	0	0	1	5477
0	0	0	0	1	0	0	0	1	1	4338
0	0	1	1	0	0	1	0	0	0	4469
0	0	1	0	1	1	0	0	1	0	440
0	0	1	0	0	1	1	0	1	0	4605
0	0	0	0	0	0	0	1	1	0	2041
0	0	1	1	0	1	0	0	0	0	3273
0	0	0	0	1	0	1	0	1	1	5838
0	0	0	0	0	0	1	0	0	0	1465
0	1	1	0	0	1	1	1	0	0	7015
0	0	0	0	0	0	1	1	0	1	241
0	1	1	1	1	1	0	0	0	0	9603
0	1	0	0	0	0	1	0	0	0	9433
0	0	1	1	0	1	1	0	1	1	616
0	0	1	1	1	0	1	0	0	0	6115
0	0	1	1	0	1	0	0	0	1	6414
0	0	1	0	0	1	1	0	0	1	2578
0	1	1	0	1	1	0	0	1	0	7616
0	0	1	1	0	0	0	0	0	1	3751
0	0	1	1	1	1	1	0	0	0	4742
0	0	1	1	0	0	1	0	0	1	1697
0	0	1	1	1	1	0	0	1	1	3289
0	1	1	1	0	1	1	1	1	1	8408
0	0	0	0	0	0	1	0	0	1	1637
0	1	0	0	1	1	1	0	0	0	9343
0	0	1	0	1	0	0	0	0	1	166
0	0	0	0	0	1	0	0	0	1	6684
0	0	0	0	0	1	0	1	0	1	4617
0	0	1	0	0	0	0	1	0	0	3758
0	0	1	0	0	0	0	0	1	1	936
0	1	1	1	0	1	0	1	1	1	9436
0	1	0	0	1	1	1	0	0	1	9140
0	0	1	0	0	0	1	0	0	1	785
0	1	0	0	1	1	1	0	1	1	8461
0	1	1	1	0	0	1	1	1	1	8856
0	1	1	0	1	1	0	0	0	0	7629
0	0	1	0	1	0	1	0	1	1	2151
0	0	1	0	0	1	0	0	0	0	6376
0	0	1	0	1	0	0	0	0	1	6558
0	1	1	0	0	1	0	0	1	1	9104
0	1	0	0	1	0	1	0	1	0	9577
0	0	1	0	1	1	0	0	1	0	2532
0	0	1	0	1	0	1	0	0	0	6800
0	0	1	1	1	1	1	0	1	1	184
0	1	1	0	1	1	1	0	1	0	7111
0	1	1	0	0	1	0	0	1	1	8618
0	0	1	0	1	1	1	0	1	1	1000
0	0	0	0	1	1	0	0	1	1	6427
0	1	0	0	1	0	0	0	0	0	7758
0	0	1	0	0	1	1	1	0	1	6293
0	1	1	1	0	1	1	0	1	0	7814
0	1	1	0	1	1	1	0	0	0	9487
0	1	0	0	0	1	0	0	0	1	7040
0	1	0	0	0	0	1	0	0	0	7323
0	1	1	0	1	1	0	0	1	1	8026
0	0	1	1	0	1	0	0	0	1	740
0	1	1	1	0	1	0	0	1	1	9454
0	0	1	1	1	1	1	0	1	0	5134
0	0	1	1	1	0	1	0	0	1	4475
0	0	1	0	0	1	1	1	0	0	2607
0	0	1	1	1	0	0	0	1	0	1471
0	1	1	1	1	1	0	0	0	0	7929
0	0	1	1	0	1	0	0	0	1	6100
0	0	1	1	0	0	1	0	1	0	1795
0	1	1	0	1	1	1	0	0	1	9777
0	0	1	0	1	0	1	1	0	0	3098
0	0	1	1	0	1	0	1	0	1	4729
0	0	1	1	1	0	1	0	1	0	1376
0	0	0	0	0	0	0	0	1	0	998
0	0	0	0	0	0	0	1	0	0	869
0	1	0	0	1	0	1	0	0	0	9772
0	0	1	0	1	0	1	0	0	0	140
0	0	1	0	0	0	1	1	0	1	2948
0	1	0	0	1	1	1	0	1	0	8873
0	1	1	0	1	0	0	0	1	0	8015
0	1	1	0	1	1	0	0	0	0	7790
0	0	0	0	0	1	0	0	0	0	3236
0	1	0	0	1	1	0	0	0	0	8824
0	1	1	0	0	1	1	0	1	1	7127
0	0	1	0	0	0	0	1	1	1	5543
0	1	1	0	0	0	0	0	1	0	7833
0	0	0	0	0	1	0	0	0	1	775
0	0	1	0	1	1	0	0	1	1	1770
0	0	1	1	0	0	1	0	1	0	5192
0	0	0	0	0	1	1	1	1	1	266
0	1	1	1	0	0	0	0	0	0	7623
0	0	1	0	1	1	1	0	1	1	3155
0	1	1	0	0	1	0	0	1	0	9985
0	0	0	0	0	1	1	0	0	0	859
0	0	0	0	0	1	1	0	1	0	805
0	0	0	0	1	1	0	0	0	0	6136
0	0	1	1	1	0	0	0	0	1	6508
0	0	1	0	1	0	1	0	1	0	6809
0	1	0	0	1	0	0	0	1	0	7639
0	0	0	0	0	0	1	0	0	0	814
0	0	1	0	0	1	0	0	0	0	6686
0	0	0	0	0	1	1	0	0	1	6010
0	1	0	0	1	0	0	0	1	1	8818
0	0	0	0	1	1	0	0	0	0	5741
0	1	1	1	1	0	0	0	1	0	8083
0	0	0	0	1	1	0	1	1	1	6361
0	1	1	0	0	1	0	0	1	0	8332
0	0	0	0	0	1	1	1	1	0	1197
0	1	1	0	1	1	0	0	1	1	8782
0	0	1	1	1	0	1	0	0	0	4776
0	0	1	1	0	1	1	0	0	0	6808
0	0	0	0	1	1	1	0	1	1	4326
0	0	0	0	1	0	1	0	1	1	1472
0	0	1	1	1	0	0	0	1	0	5656
0	1	0	0	1	1	0	0	1	0	8970
0	0	1	0	0	1	1	1	1	1	2722
0	0	0	0	1	0	0	0	1	1	778
0	0	1	0	0	0	1	1	0	1	1501
0	0	0	0	1	1	0	0	1	0	735
0	0	1	1	1	1	0	0	1	1	6490
0	0	1	0	1	0	0	0	1	0	4397
0	1	1	1	1	1	1	0	0	1	9192
0	1	1	0	0	0	1	0	1	1	7465
0	0	0	0	1	1	1	0	1	1	6544
0	0	1	0	1	1	0	1	1	1	4834
0	0	1	1	0	0	0	0	0	0	4722
0	0	1	0	1	0	0	0	1	0	3956
0	0	1	0	1	1	1	0	1	1	3489
0	0	0	0	1	1	0	0	0	0	955
0	0	1	0	0	0	0	0	1	0	6767
0	0	0	1	0	0	1	1	0	0	5488
0	0	1	1	1	1	1	0	0	1	434
0	0	1	1	1	0	1	0	1	0	3778
0	1	0	0	0	1	0	1	0	0	7780
0	0	0	0	1	0	1	0	0	1	2262
0	0	0	0	0	1	1	1	1	1	945
0	0	0	0	0	0	1	1	0	1	627
0	1	0	0	1	0	0	0	1	0	8065
0	1	0	0	0	1	1	0	1	1	9283
0	0	1	1	0	0	0	0	0	1	4913
0	0	0	0	1	1	0	0	1	0	4288
0	1	0	0	0	0	0	1	1	0	9823
0	0	1	1	1	0	0	0	1	0	4441
0	0	0	0	0	1	0	0	0	1	5234
0	0	1	0	1	0	1	0	0	1	4000
0	0	1	1	1	0	0	0	0	0	2622
0	0	1	0	0	0	0	0	1	0	2752
0	1	1	1	1	1	0	0	0	0	7910
0	0	0	0	0	1	0	1	0	0	6583
0	0	0	0	1	1	1	0	1	0	2151
0	1	0	0	1	1	0	0	0	1	8540
0	0	0	0	1	0	0	0	1	0	1874
0	1	0	0	1	0	1	0	1	1	7500
0	0	1	0	0	1	0	1	0	0	5727
0	1	1	1	1	0	1	0	1	0	8960
0	1	1	0	1	0	0	0	1	1	7283
0	0	1	1	0	0	1	0	1	0	6339
0	1	1	0	1	1	1	0	0	0	8476
0	0	1	0	0	1	0	0	1	0	676
0	0	0	0	0	0	0	0	0	1	2895
0	0	1	1	0	1	0	0	1	1	2859
0	0	0	0	1	0	0	0	0	1	3626
0	0	0	0	0	1	1	1	1	1	146
0	0	1	1	0	1	0	0	1	0	4668
0	0	0	0	0	0	0	0	0	1	1681
